part_number,description,upc
1070-1512HTRC,"COUPLING 15""CORR X 12""CI/PL",018578020306
1070-1515HTRC,"COUPLING 15""CORR X 15""CI/PL",018578001152
1070-1818HTRC,"COUPLING 18""CORR X 18""PL",018578001145
1070-2424HTRC,"COUPLING 24""CORR X 24""PL",018578001138
1070-3030HTRC,"COUPLING 30""CORR X 30""PL",018578019508
1070-32,COUPLING 3X2 ADS/HANDCOR-CI/PL,018578017160
1070-33,COUPLING 3X3 ADS/HANDCOR-CI/PL,018578015708
1070-3636HTRC,"COUPLING 36""CORR X 36""PL",018578019515
1070-415,COUPLING 4X1.5 ADS/HANCOR-CI/PL,018578030633
1070-42,COUPLING 4X2 ADS/HANCOR-CI/PL,018578012806
1070-4242HTRC,"COUPLING 42""CORR X 42""PL",018578019522
1070-43,COUPLING 4X3 ADS/HANCOR-CI/PL,018578012486
1070-44,COUPLING 4X4 ADS/HANCOR-CI/PL,018578015715
1070-44A,Coupling 4x4 ADS/Hancor-CI/PL,018578030640
1070-4848HTRC,"COUPLING 48""CORR X 48""PL",018578019539
1070-63,COUPLING 6X3 ADS/HANCOR-CI/PL,018578014183
1070-64,COUPLING 6X4 ADS/HANCOR-CI/PL,018578012080
1070-65,COUPLING 6X5 ADS/HANCOR-CI/PL,018578014107
1070-66,COUPLING 6X6 ADS/HANCOR-CI/PL,018578015722
1070-83,COUPLING 8X3 ADS/HANCOR-CI/PL,#N/A
1070-84,COUPLING 8X4 ADS/HANCOR-CI/PL,018578000957
1070-86,COUPLING 8X6 ADS/HANCOR-CI/PL,018578014145
1070-88,COUPLING 8X8 ADS/HANCOR-CI/PL,018578000667
1071-10102HTRC,"COUPLING 10""X10"" CORR. XL RC",018578047464
1071-1010HTRC,"COUPLING 10""CORR X 10""CORR",018578019546
1071-12-6HTRC,"COUPLING 12""CORR X 6""CORR",#N/A
1071-12-8HTRC,"COUPLING 12""CORR X 8""CORR",018578039254
1071-1212HTRC,"COUPLING 12""CORR X 12""CORR",018578019461
1071-1515HTRC,"COUPLING 15""CORR X 15""CORR",018578019553
1071-1818HTRC,"COUPLING 18""CORR X 18""CORR",018578019560
1071-2424HTRC,"COUPLING 24""CORR X 24""CORR",018578019577
1071-3030HTRC,"COUPLING 30""CORR X 30""CORR",018578019584
1071-3636HTRC,"COUPLING 36""CORR X 36""CORR",018578019591
1071-4242HTRC,"COUPLING 42""CORR X 42""CORR",018578019607
1071-44RC,"COUPLING 4""CORR-4""CORR RC",018578046252
1071-4848HTRC,"COUPLING 48""CORR X 48""CORR",018578019614
1071-6060HTRC,"COUPLING 60""CORR X 60""CORR",018578019638
1071-662,"COUPLING 6"" CORR X 6"" CORR XL",#N/A
1071-662RC,"COUPLING 6"" CORR-6"" CORR XL RC",018578047457
1071-66RC,"COUPLING 6""CORR-6""CORR RC",018578046269
1071-88RC,"COUPLING 8""CORR-8""CORR RC",018578046276
1072-1212,COUPLING 12X12 ETI/DI,018578011908
1072-1212RC,COUPLING 12X12 ETI/DI SHEAR R,018578008533
1072-1515,COUPLING 15X15 ETI/DI,018578018372
1072-1515RC,COUPLING 15X15 ETI/DI RC,018578041714
1072-1818,COUPLING 18X18 ETI/DI,018578003545
1072-1818RC,COUPLING 18X18 ETI/DI,018578017757
1072-2121,COUPLING 21X21 ETI/DI,018578030664
1072-2121RC,Coupling 21x21 ETI/DI RC,018578017375
1072-2424,COUPLING 24X24 ETI/DI,018578030671
1072-2424RC,COUPLING 24 X 24 ETI/DI RC,018578039827
1073-12-8,COUPLING 12X8 ETI/DI,018578030688
1073-1210,COUPLING 12X10 ETI/DI,018578030695
1073-1210RC,COUPLING 12X10 ETI/DI RC,018578019201
1073-1212,COUPLING 12X12 ETI-SDR35,018578030701
1073-1212RC,COUPLING 12x12 ETI-SDR 35 RC,018578047945
1073-1512,COUPLING 15x12 ETI-SDR-35,018578048034
1073-1512RC,Coupling 15x12 ETI-SDR-35 Shie,018578017399
1073-1515,COUPLING 15X15 ETI-SRD35,018578030718
1073-1515RC,Coupling 15x15 ETI-SDR35 RC,018578018433
1073-1818,COUPLING 18X18 ETI-SDR35,018578010161
1073-1818RC,COUPLING 18X18 ETI-SDR35 RC,018578018075
1073-2121,COUPLING 21X21 ETI-SDR35,018578018921
1073-2121RC,COUPLING 21X21 ETI-SDR35 RC,018578046528
1073-2424,COUPLING 24X24 ETI-SRD35,018578030732
1073-2424RC,COUPLING 24X24 ETI-SDR35 RC,018578041288
1081-44,COUPLING WESTERN SERIES4CL-4CL,018578015739
1081-66,COUPLING WESTERN SERIES6CL-6CL,018578006010
1081-88,COUPLING WESTERN SERIES8CL-8CL,018578006027
1085-88,COUPLING WESTERN SERIES8AC-8AC,018578030749
1086-33,COUPLING WEST SERIES 3X3 CI/PL,018578005365
1086-44,COUPLING WEST SERIES 4X4 CI/PL,018578004351
1096-1001,12X10 DONUT,018578030787
1096-1005,12x10 Donut,018578030794
1096-601,12X6 DONUT,#N/A
1096-607,12X6 DONUT,018578030817
1096-609,12X6 DONUT,018578030824
1096-801,12x8 Donut,018578030831
1096-805,12X8 DONUT,018578030848
1096-9.04,12X8 DONUT,018578047266
1098-1001,10X10 DONUT,018578004672
1098-1005,10X10 DONUT,018578030855
1098-801,10X8 DONUT,018578004368
1098-9.04,10X8 DONUT,018578047051
1099-1001,10X10 DONUT,018578015142
1099-1005,10X10 DONUT,018578030862
1099-607,10 x 6 Donut,018578030879
1099-805,"10"" X 8"" DONUT",018578030886
10CMA,"10"" CMA",018578004313
11.60-10.60LDCR,"REDUCER LDCR .50 X 35.00""",#N/A
11.800-10.600R,11.800 X 10.600 REDUCER,018578030893
11.800-11.120R,11.800 X 11.120 REDUCER,018578006973
11.800-250MMR,11.800 X 250MM REDUCER,018578030909
11.800-3.960R,11.800X3.960  REDUCER,#N/A
11.800-4.380REB,11.800X4.380 ECCENTRIC REDUCER,018578030913
11.800-4.500R,11.800X4.500  REDUCER,#N/A
11.800-6.380R,11.800 X 6.380 REDUCER,018578030930
11.800-6.380REB,11.800X6.380 ECCENTRIC REDUCER,018578030947
11.800-6.625R,11.800 X 6.625 REDUCER,018578030954
11.800-6.625REB,11.800 X 6.625 ECC REDUCER,018578040588
11.800-6.800R,11.800 X 6.800 REDUCER,018578030961
11.800-8.160REB,11.800X8.160 ECCENTRIC REDUCER,018578031005
11.800-8.500R,11.800 X 8.500 REDUCER,018578031012
11.800-8.625R,11.800 X 8.625 REDUCER,#N/A
11.800-9.050R,11.800 X 9.050 REDUCER,018578031036
11.800-9.650R,11.800 X 9.650REDUCER,018578031043
1150-316HT,SIZE 1150 HT CLAMP 316SS,018578031074
116-300,SIZE 116 CLAMP 300SS,018578003361
116-316,SIZE 116 CLAMP 316SS,018578017900
1164-1001,12X10 DONUT,018578040830
1164-601,12X6 DONUT,#N/A
1164-607,12X6 DONUT,018578046801
1164-609,12X6 DONUT,#N/A
1164-801,12x8 Donut,018578018693
1164-9.04,12X9 DONUT,018578033979
12.750-10.600R,12.750X10.600 REDUCER,018578004375
12.750-10.600REB,12.750X10.600 ECCENTRIC REDUCER,#N/A
12.750-10.750R,12.750X10.750 REDUCER,018578017412
12.750-11.120R,12.750 X 11.120 REDUCER,018578009011
12.750-11.120REB,12.750x11.120 Eccentric Reducer,#N/A
12.750-11.800R,12.750 X 11.800 REDUCER,018578006577
12.750-250MMR,12.750 X 250MM REDUCER,018578031142
12.750-3.500R,12.750X3.500 REDUCER BUSHING,#N/A
12.750-3.500REB,12.750X3.500 ECCENTRIC REDUCER,#N/A
12.750-4.380R,12.750 X 4.380 REDUCER,018578004122
12.750-4.380REB,12.750-4.380 ECCENTRIC REDUCER,018578031159
12.750-4.500R,12.750 X 4.500 REDUCER,018578008410
12.750-4.500REB,12.750 X 4.500 REDUCER ECCENTR,018578012783
12.750-5.000R,12.750 X 5.000 REDUCER,018578031166
12.750-5.500R,12.750 X 5.500 REDUCER,018578031173
12.750-5.500REB,12.750X5.500 ECCENTRIC REDUCER,#N/A
12.750-5.620R,12.750 X 5.620 REDUCER,#N/A
12.750-6.210R,12.750 X 6.210 REDUCER,018578031180
12.750-6.380R,12.750 X 6.380 REDUCER,018578007857
12.750-6.380REB,12.750X6.380 ECCENTRIC REDUCER,018578031197
12.750-6.625R,12.750 X 6.625 REDUCER,018578031203
12.750-6.625REB,12.750X6.625 ECCENTRIC REDUCER,018578031210
12.750-6.800R,12.750 X 6.800 REDUCER,018578031227
12.750-6.800REB,12.750 X 6.800 REDUCER ECCENTR,018578031234
12.750-7.200R,12.750 X 7.200 REDUCER,018578014916
12.750-7.800R,12.750 X 7.800 REDUCER,018578031258
12.750-8.160R,12.750 X 8.160 REDUCER,018578031265
12.750-8.380R,12.750 X 8.380 REDUCER,018578031272
12.750-8.380REB,12.750X8.380 ECCENTRIC REDUCER,018578031289
12.750-8.500R,12.750 X 8.500 REDUCER,018578008137
12.750-8.500REB,12.750X8.500 ECCENTRIC REDUCER,018578031296
12.750-8.625R,12.750 x 8.625 REDUCER,018578048683
12.750-8.625REB,12.750 x 8.625 ECC REDUCER,#N/A
12.750-9.050R,12.750 X 9.050 REDUCER,018578031302
12.750-9.050REB,12.750X9.050 ECCENTRIC REDUCER,018578031319
12.750-9.650R,12.750 X 9.650 REDUCER,018578031326
12.750-9.650REB,12.750 X 9.650 ECC REDUCER,018578031333
1202-405,12 CLAY BELL X 4 DONUT,#N/A
1202-P,"PLUG 12"" CLAY BELL",018578031340
1204-1201,12X12 DONUT,018578031395
1204-1205,12X12 DONUT,018578031401
1204-1320,12X12 DONUT,018578046580
1204-601,12X6 DONUT,#N/A
1206-1001,12X10 DONUT,018578031425
1206-1005,12X10 DONUT,018578031432
1206-1201,12X12 DONUT,018578031449
1206-1205,12x12 Donut,018578031456
1206-601,12X6 DONUT,#N/A
1208-1201,12X12 DONUT,018578031500
1244S-1001,12X10 DONUT,018578031548
1244S-1005,12X10 DONUT,#N/A
1244S-609,12X6 DONUT,018578031586
1244S-801,12X8 DONUT,018578031593
1244S-805,12X8 DONUT,018578031609
128-300,SIZE 128 CLAMP 300SS,018578004634
128-316,SIZE 128 CLAMP 316SS,018578017917
1296-11.10,14X11 DONUT,#N/A
1296-1201,12X12 DONUT,018578004399
1296-801,12X8 DONUT,018578040724
1298-1201,12X12 DONUT,018578001978
1298-1205,12X12 DONUT,018578031685
1298-13.20,12X12 DONUT,018578031692
1299-1201,12X12 DONUT,018578015159
1299-1205,12X12 DONUT,018578031715
1299-13.200,15X13.200 DONUT,018578034013
12CMA,"12"" CMA",018578004382
13.200-10.600R,13.200X10.600 REDUCER,018578031760
13.200-10.600REB,13.200X10.600 ECC REDUCER,#N/A
13.200-11.120R,13.200 X 11.120 REDUCER,018578031784
13.200-11.12REB,13.200 X 11.120 REDUCER,#N/A
13.200-11.800R,13.200 X 11.800 REDUCER,018578031791
13.200-12.600R,13.200 X 12.600 REDUCER,018578031807
13.200-4.380REB,13.200X4.380 ECCENTRIC REDUCER,018578031821
13.200-4.500R,13.2000X4.500 REDUCER,018578031838
13.200-4.500REB,13.2000X4.500 REDUCER ECCENTRI,018578031845
13.200-6.380R,13.200 x 6.380 Reducer,018578031852
13.200-6.625R,13.200 X 6.625 REDUCER,018578031876
13.200-6.625REB,13.200 X 6.625 REDUCER ECCENTR,018578031883
13.200-7.200R,13.200 X 7.200 REDUCER,018578031890
13.200-7.200REB,13.200x7.200 eccentric reducer,018578031906
13.200-8.380R,13.200 X 8.380 REDUCER,018578031920
13.200-8.500R,13.200 X 8.500 REDUCER,018578031937
13.200-8.500REB,13.200 X 8.500 REDUCER ECCENTR,018578018044
13.200-8.625R,13.200 x 8.625 REDUCER,#N/A
13.200-8.625REB,13.200-8.625 ECCENTRIC REDUCER,#N/A
13.200-9.050R,13.200 X 9.050 REDUCER,018578012226
13.200-9.050REB,13.200 X 9.050 ECCENTRIC RED.,018578031944
13.200-9.650R,13.200 X 9.650 REDUCER,018578031951
1350-316HT,SIZE 1350 HT CLAMP 316SS,018578031982
14.00-12.25LDCR,REDUCER .75X41.625,#N/A
14.000-10.600R,14.000 X 10.600 REDUCER,018578017481
14.000-10.60REB,14.000 X 10.600 ECCENTRIC,#N/A
14.000-11.120R,14.000 X 11.120 REDUCER,018578032002
14.000-11.120REB,14.000 X 11.120 ECCENTRIC RED,#N/A
14.000-11.800R,14.000 X 11.800 REDUCER,018578032019
14.000-12.600R,14.000 X 12.600 REDUCER,018578006799
14.000-12.60REB,14.000 X 12.600 ECCENTRIC RED.,#N/A
14.000-13.200R,14.000 X 13.200 REDUCER,018578016965
14.000-4.500R,14.000 X 4.500 REDUCER,018578046290
14.000-6.625R,14.000X6.625 REDUCER,018578041806
14.000-8.380R,14.000 X 8.380 REDUCER,018578032026
14.000-8.500R,14.000X8.500 REDUCER,018578032033
14.000-8.500REB,14.000X8.500 ECCENTRIC REDUCER,018578032040
14.000-8.625R,14.000X8.625 REDUCER,#N/A
14.000-8.625REB,14.000X8.625 ECCENTRIC REDUCER,#N/A
14.000-9.050R,14.000X9.050 Reducer,018578032057
14.000-9.650R,14.000-9.650 Reducer,018578032071
14.000-9.650REB,14.000-9.650 ECCENTRIC REDUCER,018578032088
14.500-10.600R,14.500 X 10.600 REDUCER,018578032095
14.500-11.120R,14.500 X 11.120 REDUCER,018578012233
14.500-11.120REB,14.500-11.12 REDUCER ECCENTRIC,#N/A
14.500-11.800R,14.500 X 11.800 REDUCER,018578046214
14.500-12.600R,14.500 X 12.600 REDUCER,018578012141
14.500-12.60REB,14.500 X 12.600 ECCENTRIC,#N/A
14.500-13.200R,14.500 X 13.200 REDUCER,018578032125
14.500-250MMR,14.500 X 250mm REDUCER,018578046184
14.500-4.500R,14.500 X 4.500 REDUCER,018578017733
14.500-6.625R,14.500 X 6.625 REDUCER,018578032149
14.500-6.625REB,14.500 X 6.625 ECCENTRIC RED,018578032156
14.500-7.200R,14.500 X 7.200 REDUCER,#N/A
14.500-8.380R,14.500 X 8.380 REDUCER,018578032170
14.500-8.500R,14.500 X 8.500 REDUCER,018578032187
14.500-8.500REB,14.500 X 8.500 RED ECCENTRIC,018578032194
14.500-8.625R,14.500 X 8.625 REDUCER,#N/A
14.500-8.625REB,14.500 X 8.625 RED ECCENTRIC,#N/A
14.500-9.050R,14.500 X 9.050 REDUCER,018578032200
14.500-9.050REB,14.500 X 9.050 RED ECCENTRIC,018578032217
14.500-9.650R,14.500 X 9.650 REDUCER,018578039797
140-300,SIZE 140 CLAMP 300SS,018578003798
140-316,SIZE 140 CLAMP 316SS,018578017924
15.200-10.600R,15.200 X 10.600 REDUCER,018578008120
15.200-10.600REB,15.200 X 10.600 ECC REDUCER,#N/A
15.200-11.120R,15.200 X 11.120 REDUCER,018578032255
15.200-11.120REB,15.200X11.120 ECCENTRIC RED,#N/A
15.200-11.800R,15.200 X 11.800 REDUCER,018578032262
15.200-12.600R,15.200 X 12.600 REDUCER,018578006720
15.200-12.600REB,15.20 X 12.60 ECCENTRIC REDUCER,#N/A
15.200-13.200R,15.200 X 13.200 REDUCER,018578006744
15.200-13.200REB,15.200 X 13.200 ECC REDUCER,#N/A
15.200-14.380R,15.200 X 14.380 REDUCER,018578007598
15.200-14.380REB,15.200X14.38 ECCENTRIC REDUCER,#N/A
15.200-200MMREB,15.200 x 200 MM Eccentric Bush,018578032309
15.200-250MMREB,15.200 X 250MM ECCENTR REDUCER,018578032316
15.200-4.380R,15.200 X 4.380 REDUCER,018578032323
15.200-4.500R,15.200 X 4.500 REDUCER,#N/A
15.200-6.380R,15.200X6.380 REDUCER,018578032330
15.200-6.380REB,15.200X6.380 ECCENTRIC REDUCER,018578032347
15.200-6.625R,15.200X6.625 REDUCER,018578011373
15.200-6.625REB,15.200X6.625 ECCENTRIC REDUCER,#N/A
15.200-6.800R,15.200-6.800  REDUCER,018578032354
15.200-6.800REB,15.200-6.800 ECCENTRIC REDUCER,018578032361
15.200-7.800REB,15.200-7.800 ECCENTRIC REDUCER,018578032385
15.200-8.380R,15.200 X 8.380 REDUCER,018578032392
15.200-8.380REB,15.200X8.380 ECCENTRIC REDUCER,018578032408
15.200-8.500R,15.200 X 8.500 REDUCER,018578032415
15.200-8.500REB,15.200 X 8.500 ECC.  REDUCER,018578018792
15.200-8.625R,15.200 X 8.625 REDUCER,#N/A
15.200-8.625REB,15.200 X 8.625 ECC.  REDUCER,#N/A
15.200-9.050R,15.200 X 9.050 REDUCER,018578012103
15.200-9.050REB,15.200-9.050 ECCENTRIC REDUCER,018578032422
15.200-9.650R,15.200 X 9.650 REDUCER,018578032439
150-117,4X1 1/2 DONUT,018578032453
150-131,4X1 1/4 DONUT,018578032460
150-139,4X1 1/2 DONUT,018578018785
150-150,"4"" X 3 DONUT",018578040076
150-205,4X2 DONUT,018578017368
150-217,4x2 Donut,018578032484
150-260,4x2 Donut,#N/A
150-301,4X3 DONUT,018578004269
150-303,4x3 Donut,018578032491
150-305,4X3 DONUT,018578000537
150-P,"PLUG 3"" SPIGOT",018578032446
152-300,SIZE 152 CLAMP 300SS,018578003521
152-316,SIZE 152 CLAMP 316SS,018578017931
16.000-10.600R,16.000 X 10.600 REDUCER,#N/A
16.000-10.600REB,16.000X10.60 ECCENTRIC REDUCER,018578018174
16.000-11.120R,16.000 X 11.120 REDUCER,018578032545
16.000-11.120REB,16.000 X 11.120 ECC REDUCER,#N/A
16.000-11.800R,16.000 X 11.800R REDUCER,018578041424
16.000-12.600R,16.000 X 12.600 REDUCER,018578008502
16.000-12.600REB,16.000 X 12.600 REDUCER ECCENT,#N/A
16.000-13.200R,16.000 X 13.200 REDUCER,018578018679
16.000-13.200REB,16.000 X 13.200 ECC REDUCER,#N/A
16.000-14.380R,16.000 X 14.380 REDUCER,018578032583
16.000-14.380REB,16.000 x 14.380 Eccentric Redu,#N/A
16.000-15.400R,16.000 X 15.400 REDUCER,018578008014
16.000-200MMREB,16.000 X 200 MM ECC. REDUCER,#N/A
16.000-250MMR,16.000 X 250 MM REDUCER,018578047983
16.000-250MMREB,16.000 X 250 MM ECC. REDUCER,#N/A
16.000-4.380R,16.000 X 4.380 REDUCER,018578032606
16.000-6.380R,16.000 X 6.380 REDUCER,018578032637
16.000-6.380REB,16.000 X 6.380 ECC REDUCER,018578032644
16.000-6.625R,16.000 X 6.625 REDUCER,018578020283
16.000-8.380R,16.000 X 8.380 REDUCER,018578032651
16.000-8.500R,16.000 X 8.500 REDUCER,018578019669
16.000-8.500REB,16.000 X 8.500 REDUCER ECC.,018578032675
16.000-8.625R,16.000 X 8.625 REDUCER,#N/A
16.000-9.050R,16.000 X 9.050 REDUCER,018578032682
16.000-9.650R,16.000 X 9.650 REDUCER,018578046795
16.50-12.50LDCR,"Reducer LDCR 2.0 x 45.50""",#N/A
1600-316HT,SIZE 1600 HT CLAMP 316SS,018578032729
164-300,SIZE 164 CLAMP 300SS,018578001503
164-316,SIZE 164 CLAMP 316SS,018578017948
17.40-15.40LDCR,"REDUCER LDCR 1.00"" X 52.500""",#N/A
17.40-16.00LDCR,"REDUCER LDCR 0.75 X 52.500""",#N/A
17.850-10.600R,17.850 X 10.600 REDUCER,018578032743
17.850-10.60REB,17.850 X 10.600 ECC REDUCER,#N/A
17.850-11.120R,17.850 X 11.120 REDUCER,018578032750
17.850-11.120REB,17.850 X 11.120 ECCENTRIC RED,#N/A
17.850-12.600R,17.850 X 12.600 REDUCER,018578032774
17.850-12.60REB,17.850X12.600 ECC REDUCER,#N/A
17.850-13.200R,17.850 X 13.200 REDUCER,018578032798
17.850-13.200REB,17.850 X 13.200 ECCENTRIC RED.,#N/A
17.850-14.380R,17.850 X 14.380 REDUCER,018578019836
17.850-14.380REB,17.850 X 14.380 REDUCER ECCENT,#N/A
17.850-15.400R,17.850 X 15.400 REDUCER,018578032828
17.850-15.750R,17.850 X 15.750 REDUCER,018578019850
17.850-16.500R,17.850 X 16.500 REDUCER,018578032835
17.850-6.625R,17.850 X 6.625 RED.,018578046368
17.850-6.625REB,17.850 X 6.625 ECC. REDUCER,#N/A
17.850-8.500R,17.850 X 8.500 RED.,018578032842
17.850-8.500REB,17.850 x 8.500 Reducer Eccentr,018578032859
17.850-8.625R,17.850 x 8.625 REDUCER,#N/A
17.850-8.625REB,17.850 x 8.625 ECC. REDUCER,#N/A
17.850-9.050REB,17.850 X 9.050 ECCENTRIC RED.,018578032866
17.850-9.650REB,17.850 X 9.650 ECCENTRIC RED,018578040854
184-300,SIZE 184 CLAMP 300SS,018578003538
184-316,SIZE 184 CLAMP 316SS,018578017955
19.00-15.30LDCR,"REDUCER LDCR 1.5 X 52.75""",#N/A
19.50-15.40LDCR,"REDUCER LDCR 2.00"" X 54.625""",#N/A
19.50-17.40LDCR,"REDUCER LDCR 1.00"" X 57.875""",#N/A
19.500-10.600R,19.500 X 10.600 REDUCER,018578032897
19.500-10.600REB,19.500 x 10.600 Eccentric Reducer,#N/A
19.500-11.120R,19.500 X 11.120 REDUCER,018578020634
19.500-12.600R,19.500 X 12.600 REDUCER,018578032910
19.500-12.600REB,19.500 x 12.600 Eccentric Reducer,#N/A
19.500-13.200R,19.500 X 13.200 REDUCER,018578006652
19.500-13.200REB,19.500 X 13.200 REDUCER ECCENTRIC,#N/A
19.500-14.380R,19.500 X 14.380 REDUCER,018578032934
19.500-15.40REB,19.500 X 15.400 ECC REDUCER,#N/A
19.500-15.750R,19.500 X 15.750 REDUCER,018578032972
19.500-16.500R,19.500 X 16.500 REDUCER,018578032989
19.500-6.625R,19.500 x 6.625R,018578033009
19.500-8.500R,19.500 X 8.500 REDUCER,018578033016
19.500-8.500REB,19.500 X 8.500 REDUCER ECCENTR,018578033023
19.500-8.625R,19.500 X 8.625 REDUCER,#N/A
19.500-8.625REB,19.500 X 8.625 ECC. REDUCER,#N/A
196-300,SIZE 196 CLAMP 300SS,018578016910
196-316,SIZE 196 CLAMP 316SS,018578033030
2.380-0.375R,2.380 X 0.375 REDUCER,018578033085
2.380-0.625R,2.380 X 0.625 REDUCER,018578033092
2.380-0.750R,2.380 X 0.750 REDUCER,018578039834
2.380-0.880R,2.380 X 0.880 REDUCER,018578033108
2.380-1.050R,2.380 X 1.050 REDUCER,018578041585
2.380-1.125R,2.380 X 1.125 REDUCER,018578017436
2.380-1.315R,2.380 X 1.315 REDUCER,018578018532
2.380-1.317R,2.380 X 1.317 REDUCER,018578011656
2.380-1.625R,2.380 X 1.625 REDUCER,018578033115
2.380-1.625R-PP,"PP# 310112 - 2"" X 1.25"" RED",#N/A
2.380-1.900R,2.380 X 1.900 REDUCER,018578017801
2.380-1.900REB,2.380 X 1.900 ECC. REDUCER,018578018419
2.380-2.125R,2.380 X 2.125 REDUCER,018578005266
2.875-1.125R,2.875 X 1.125 REDUCER,018578048539
2.875-1.315R,2.875 X 1.315 REDUCER,#N/A
2.875-1.625R,2.875 X 1.625 REDUCER,#N/A
2.875-1.900R,2.875 X 1.900 REDUCER,#N/A
2.875-2.125R,2.875 X 2.125 REDUCER,#N/A
2.875-2.380R,2.875 X 2.380 REDUCER,018578040939
2.875-2.500R,2.875 X 2.500 REDUCER,#N/A
21.60-19.00LDCR,REDUCER LDCR 1.5 X 62.5,#N/A
21.60-19.50LDCR,"REDUCER LDCR 1"" X 65.00",#N/A
212-300,SIZE 212 CLAMP 300SS,018578001497
212-316,SIZE 212 CLAMP 316SS,018578017962
22.50-18.90LDCR,"REDUCER LDCR 1.5"" X 64""",#N/A
22.50-19.70LDCR,"REDUCER LDCR 1' X 65""",#N/A
22U-117,2 X 1-1/4 DONUT,018578015180
22U-131,2 X 1 DONUT,018578033146
22U-139,2 X 1-1/2 DONUT,018578015746
22U-201,2X2 DONUT,018578001923
22U-205,2X2 DONUT,018578015753
22U-217,2X2 DONUT,018578014732
22U-P,"PLUG 2"" SV CI",018578033139
22UX-117,2X1 1/2 DONUT,018578016972
22UX-131,2X1 DONUT,018578012646
22UX-139,2X1 1/2 DONUT,018578015760
22UX-201,2X2 DONUT,018578003781
22UX-205,2X2 DONUT,018578015777
22UX-217,2X2 DONUT,018578008748
22UX-P,"PLUG 3"" SPIGOT",018578033153
23.00-17.40LDCR,REDUCER 2.50 X 62.50,#N/A
23.00-18.00LDCR,REDUCER 2.50 X 64.375,#N/A
23.00-18.90LDCR,"REDUCER LDCR 2"" X 65.625",#N/A
23.00-19.50LDCR,"REDUCER LDCR 1.5"" X 66.00",#N/A
23.05-22.05LDCR,REDUCER LDCR 0.50 x 70.875,#N/A
23.40-19.40LDCR,"REDUCER LDCR 2.00"" X 67.25""",#N/A
248-300,SIZE 248 CLAMP 300SS,018578004276
248-316,SIZE 248 CLAMP 316SS,018578017979
25.40-22.30LDCR,"REDUCER, LDCR 1.5 X 74.75",#N/A
25.42-23.92LDCR,REDUCER LDCR 0.75 x 77.50,#N/A
25.70-24.70LDCR,"REDUCER LDCR 0.50 X 79.50""",#N/A
25.80-24.80LDCR,REDUCER LDCR 0.50 x 80.00,#N/A
26.50-22.05LDCR,REDUCER LDCR 2.00 x 75.50,#N/A
26.70-22.30LDCR,"REDUCER LDCR 2"" X 76.375",#N/A
28.90-25.00LDCR,REDUCER LDCR 2 X 84.875,018578039957
3-00000-0240,"LANTECH CAP 2"" PVC SOCKET",018578033344
3-00000-0241,"LANTECH 3"" DUST COVER",018578033351
3.490-0.625R,3.490 X 0.625 REDUCER,018578020689
3.490-0.750R,3.490 X 0.750 REDUCER,018578020672
3.490-0.880R,3.490 X 0.880 REDUCER,018578041431
3.490-1.315R,3.490 X 1.315 REDUCER,018578033207
3.490-1.625R,3.490X1.625 REDUCER,018578033214
3.490-1.625REB,3.490 X 1.625 ECC REDUCER,018578033221
3.490-1.900R,3.490X1.900 REDUCER,018578033238
3.490-1.900REB,3.490X1.900 ECCENTRIC REDUCER,018578033245
3.490-2.125R,3.490 X 2.125 REDUCER,018578033252
3.490-2.125REB,3.490 X2.125 ECCENTRIC REDUCER,018578033269
3.490-2.380R,3.490 X 2.380 REDUCER,018578018129
3.490-2.380REB,3.490X2.380 ECCENTRIC REDUCER,018578033276
3.490-2.500R,3.490 X 2.500 REDUCER,018578017283
3.490-2.500REB,3.490 X 2.500 ECC REDUCER,018578011922
3.490-2.875R,3.490 x 2.875 Reducer,018578017467
3.490-2.875REB,3.490 X2.875 ECCENTRIC REDUCER,018578033283
3.490-260R,3.490 X 2.925 REDUCER,018578033290
3.490-3.000R,3.490 X 3.000 REDUCER,018578007208
3.490-3.000REB,3.490 X 3.000 ECC REDUCER,018578033306
3.490-3.125R,3.490 X 3.125 REDUCER,018578005273
3.490-P,"3"" PLUG",018578033191
30.50-25.00LDCR,REDUCER 2.50 X 86.5,#N/A
30.50-25.80LDCR,"REDUCER 2""X 87.375",#N/A
3000-150,PROFLEX 1.5X1.5 CI/PL,018578015784
3000-150-WB,PROFLEX 1.5X1.5 CI/PL,#N/A
3000-150-WF,PROFLEX 1.5X1.5 CI/PL,#N/A
3000-215,PROFLEX 2X11/2 CI/PL,018578015791
3000-215-WB,PROFLEX 2X11/2 CI/PL,#N/A
3000-22,PROFLEX 2X2 CI/PL,018578015807
3000-22-WB,PROFLEX 2X2 CI/PL,#N/A
3000-22-WF,PROFLEX 2X2 CI/PL,#N/A
3000-33,PROFLEX 3X3 CI/PL,018578015814
3000-33-WB,PROFLEX 3X3 CI/PL,#N/A
3000-33-WF,PROFLEX 3X3 CI/PL,#N/A
3000-43,PROFLEX 4X3 CI/PL,018578015821
3000-44,PROFLEX 4X4 CI/PL,018578015838
3000-44-WB,PROFLEX 4X4 CI/PL,#N/A
3000-44-WF,PROFLEX 4X4 CI/PL,#N/A
3000-55,PROFLEX 5X5 CI/PL,018578003149
3000-55-WF,PROFLEX 5X5 CI/PL,#N/A
3000-66,PROFLEX 6X6 CI/PL,018578015845
